,id,text,label,ind
2675,2675,Trans TV ya iku anak saka prusahaan PT Trans Corpora. ,Trans TV adalah anak perusahaan dari Trans Media. ,Trans TV adalah anak perusahaan dari Trans Media.
2676,2676,Meridian Utama ya iku meridian (garis bujur) kang bujuré ana ing 0°. ,Meridian utama (prime meridian) adalah meridian (garis bujur) yang bujurnya terletak di 0°. ,Meridian utama (meridian utama) adalah bujur (bujur) yang bujurnya terletak pada 0 °.
2677,2677,Sedaya punika minangka subspesies ingkang paling alit. ,Ini adalah subspesies terbesar. ,Ini adalah subspesies terbesar.
2678,2678,Dhèwèké dadi Wakil KetuWa Dewan Pakar ICMI Periode 2005-2010. ,Ia adalah Wakil Ketua Dewan Pakar ICMI Periode 2005-2010. ,Dia adalah wakil ketua Dewan Spesialis ICMI untuk periode 2005-2010.
2679,2679,"Filmipun ingkang kaping kalih irah-irahanipun Cincin Berdarah, ingkang dipunbintangi déning Muni Cader. ","Filmnya yang kedua berjudul Cincin Berdarah, yang diperankannya bersama Muni Cader. ","Film kedua adalah Ring Bloody, yang ia mainkan dengan Muni Cader."
2680,2680,Turnamen iki migunakaké sistem eliminasi. ,Turnamen ini menggunakan sistem eliminasi. ,Turnamen menggunakan sistem penghapusan.
2681,2681,"Ing taun 1960-an, sistem iki diganti dadi 20 ghirsh = 1 riyal lan sistem iki dianggo ing taun 1963 kanthi pengenalan pecahan ""halala"", kang nilaine 1/100 riyal. ","Pada tahun 1960, sistem berganti menjadi 20 ghirsh = 1 riyal dan sistem ini diikuti pada tahun 1963 dengan pengenalan pecahan ""halala"", yang senilai seper-seratus riyal. ","Pada tahun 1960, sistem berubah menjadi 20 girhsh = 1 riyal dan sistem diikuti pada tahun 1963 dengan diperkenalkannya fraksi ""halala"", bernilai seratus riyal."
2682,2682,"Sadèrèngipun ing Ferrari, Fisico sampun mbalap sesarengan tim Minardi, Jordan, Benetton/Renault, Sauber, lan Force India. ","Sebelum di Ferrari, Fisico telah kenyang membalap bersama tim Minardi, Jordan, Benetton/Renault, Sauber, dan Force India. ","Sebelum Ferrari, Fisico penuh dengan balapan dengan Minardi, Jordan, Benetton/Renault, Sauber, dan Force India."
2683,2683,Kontribusinipun ing lapangan ugi boten kalah wigati kanthi 2 gol lan 15 assist saking 26 laga mangsa punika. ,Kontribusinya di lapangan hijau juga tak kalah penting dengan dua gol dan 15 assist dari 26 laga musim ini. ,Kontribusinya pada Gridiron sama pentingnya dari dua gol dan 15 membantu dari 26 pertandingan musim ini.
2684,2684,"Sanggam Banuanta (Basa Berau: Indah Negeri Kita), sesanti Kabupatèn Berau. ","Sanggam Banuanta (Bahasa Berau : Indah Negeri Kita), motto Kabupaten Berau. ","SANGGAM BANUANTA (Bahasa Berau: Kabupaten Berau Cantik), Motto Berau."
2685,2685,Ing taun 2002 hubunganipun Beckham kaliyan pelatihipun Sir Alex Ferguson dados boten saé sasampunipun Ferguson ngamuk nalika Manchester United kalah saking Arsenal. ,Pada musim 2002 hubungan Beckham dengan pelatihnya Sir Alex Ferguson memburuk setelah Ferguson marah ketika Manchester United kalah dari Arsenal. ,"Pada musim 2002 hubungan Beckham dengan pelatihnya, Sir Alex Ferguson memburuk setelah Ferguson marah ketika Manchester United kalah dari Arsenal."
2686,2686,Dhèwèké tau dadi juwara ing ajang pemilihan Gadis Shampo 2001. ,Ia pernah menjuarai ajang pemilihan Gadis Shampo 2001. ,Dia memenangkan acara pemilihan Shampoo Girl 2001.
2687,2687,Ditemokaké lan dijenengi déning astronom Heinrich Wilhelm Matthaus Olbers nalika tanggal 28 Maret 1802. ,Ditemukan dan dinamai oleh astronom Heinrich Wilhelm Matthaus Olbers pada tanggal 28 Maret 1802. ,Ditemukan dan dinamai oleh astronom Heinrich Wilhelm Matthaus Olbers pada 28 Maret 1802.
2688,2688,Masalah ingkang nèmpèl ing dhéfinisi-dhéfinisi ingkang dipungunakaken Newton bakal ngarah dhumateng munculipun analisis saksama lan bukti formal ing abad angka 19. ,Masalah yang melekat pada definisi-definisi yang digunakan Newton akan mengarah kepada munculnya analisis saksama dan bukti formal pada abad ke-19. ,Masalah yang melekat pada definisi yang digunakan oleh Newton akan mengarah pada munculnya analisis yang cermat dan bukti resmi di abad ke -19.
2689,2689,Isa diangkat dadi nabi ing taun 29 M lan ditugasaké dakwah marang Bani Israil ing Palestina. ,Ia diangkat menjadi nabi pada tahun 28 M dan ditugaskan berdakwah kepada Bani Israil di Palestina. ,Dia diangkat menjadi Nabi pada tanggal 28 M dan ditugaskan untuk berkhotbah kepada anak -anak Israel di Palestina.
2690,2690,"Ing Indonésia, H&K G36 uga digunakaké déning Kopassus & Denjaka. ","Di Indonesia, H&K G36 juga digunakan oleh Kopassus & Denjaka. ","Di Indonesia, H&K G36 juga digunakan oleh Kopassus & Denjaka."
2691,2691,Nalika taun 1972 dikenalake modhel sport Corolla Levin lan Sprinter Trueno. ,"Pada tahun 1972, diperkenalkan model sport Corolla Levin dan Sprinter Trueno. ","Pada tahun 1972, model Sport Corolla Levin dan Sprinter Trueno diperkenalkan."
2692,2692,Mesin diesel 1ND-TV 1400 cc mung ana ing Éropah. ,Mesin diesel 1ND-TV 1400 cc hanya tersedia di Eropa. ,Mesin diesel 1400 cc ke-1 hanya tersedia di Eropa.
2693,2693,1948-Mahatma Gandhi dipunsédani déning satunggiling ekstremis Hindhu. ,1948 - Mahatma Gandhi dibunuh seorang ekstremis Hindu. ,1948 - Mahatma Gandhi dibunuh oleh para ekstremis Hindu.
2694,2694,"Kontes pungkasan, kang digeganaaké taun 1991, dibawahi Peter Feniak dikancani Liz Grogan. ","Kontes terakhir, yang disiarkan pada akhir tahun 1991, dibawakan oleh Peter Feniak dan Liz Grogan. ","Kontes terakhir, yang diterbitkan pada akhir 1991, disajikan oleh Peter Feniak dan Liz Grogan."
2695,2695,Edisi angka 125 iki nuduhaké yèn loro lapangan bakal dibuka sedhéla manèh. ,Edisi ke-125 ini memperlihatkan bahwa dua buah lapangan akan dibuka sebentar lagi. ,Edisi ke -125 menunjukkan bahwa dua area akan segera dibuka.
2696,2696,"Saiki, versi Mac mlaku mung ing Mac OS X versi 10.4 lan 10.3.9. ","Sekarang, versi Mac berjalan hanya pada Mac OS X versi 10.4 dan 10.3.9. ","Sekarang, versi Mac hanya berjalan pada Mac OS X versi 10.4 dan 10.3.9."
2697,2697,"Henry Gray's Anatomy of the Human Body, lumrah dicekak dadi Anatomi Gray utawa Gray's Anatomy, iku sawijining buku tèks basa Inggris ngenani anatomi manungsa kang umum dianggep karya klasik ngenani anatomi. ","Henry Gray's Anatomy of the Human Body, umum dikenal sebagai Gray's Anatomy, adalah suatu buku teks anatomi yang secara luas diakui sebagai karya klasik mengenai anatomi manusia. ","Anatomi tubuh manusia Henry Gray, umumnya dikenal sebagai Anatomi Abu -abu, adalah buku teks anatomi yang diakui secara luas sebagai karya klasik tentang anatomi manusia."
2698,2698,Salah sijiné kang paling kondhang ya iku Acropolis sing dadi salah siji bukti seni Yunani klasik. ,Salah satu yang paling terkenal adalah Akropolis yang menjadi salah satu bukti seni Yunani klasik. ,Salah satu yang paling terkenal adalah Acropolis yang merupakan salah satu bukti seni Yunani klasik.
2699,2699,Kimono mawi lengen ingkang sempit kirang nyaman dipun-ginakaken wonten ing Jepang ingkang gadhah iklim lembab. ,Kimono berlengan sempit kurang nyaman dikenakan di Jepang yang beriklim lembap. ,Kimono sempit -Kumparan Nyaman di Jepang yang lembab.
2700,2700,"Acara punika kawiwitan dipunwontènakèn taun 1951, lan berlokasi ing Aula NHK, Tokyo ngantos taun 1973. ","Acara ini pertama kali diadakan tahun 1951, dan berlokasi di Aula NHK, Tokyo sejak tahun 1973. ","Acara ini pertama kali diadakan pada tahun 1951, dan terletak di NHK Hall, Tokyo sejak 1973."
2701,2701,Pangkaté kang paling dhuwur ya iku Mayor Jenderal. ,Pangkat tertingginya adalah Mayor Jenderal. ,Posisi tertinggi adalah jenderal utama.
2702,2702,Dhèwèké nyetak debut bareng Persita Tangerang ing turnamen Inter Island Cup 2014. ,"Ia bergabung bersama Persita Tangerang, dan membuat debut di turnamen Inter Island Cup 2014. ","Dia bergabung dengan Persita Tangang, dan melakukan debutnya di Kejuaraan Piala Inter Pulau 2014."
2703,2703,Wonten ing Bekasi kasebar wonten 55 Sekolah Menengah Atas Negeri ingkang kapérang saking 19 SMA ing Kota Bekasi lan 36 SMA ing Kabupatèn Bekasi. ,Di Bekasi terdapat 55 Sekolah Menengah Atas Negeri yang terdiri atas 19 SMA di Kota Bekasi dan 36 SMA di Kabupaten Bekasi. ,Di Bekasi ada 55 sekolah menengah negara bagian yang terdiri dari 19 sekolah menengah di Bekasi City dan 36 sekolah menengah di distrik Bekasi.
2704,2704,"Sawisé Jerman ditaklukkake ing Perang Donya II, Amérika Sarékat ndhesak Jepang supaya nyerah, nanging Jepang ora gelem. ","Setelah Jerman ditaklukkan dalam Perang Dunia II, Amerika Serikat mendesak Jepang agar menyerah, tetapi Jepang menolak. ","Setelah Jerman ditangkap dalam Perang Dunia II, Amerika Serikat mendesak Jepang untuk menyerah, tetapi Jepang menolak."
2705,2705,"Pucuk sing paling dhuwur ya iku Pucuk Botev (2,376 m), dumunung ing Taman Nasional Balkan Tengah (diadegaké 1991). ","Titik tertingginya adalah Puncak Botev (2.376 m), terletak di Taman Nasional Balkan Tengah (diresmikan pada 1991). ","Titik tertinggi adalah puncak Botev (2.376 M), yang terletak di Taman Nasional Balkan Tengah (diresmikan pada tahun 1991)."
2706,2706,"Miturut Forbes, kayane Karp mancik punjul $200 juta lan Tumblr duwé aji kapitalisasi $800 juta. ","Menurut Forbes, kekayaan bersih Karp mencapai lebih dari $200 juta dan Tumblr memiliki nilai kapitalisasi sebesar $800 juta. ","Menurut Forbes, kekayaan bersih lebih dari $ 200 juta dan Tumblr memiliki nilai kapitalisasi $ 800 juta."
2707,2707,Piyambakipun lulus kuliah nalika taun 1924. ,Ia lulus kuliah pada tahun 1924. ,Dia lulus dari perguruan tinggi pada tahun 1924.
2708,2708,Juara II Lomba Puisi BBM ingkang dipunadani déning Komunitas Sastra Indonésia (KSI) lan Dewan Kesenian Tangerang (DKT). ,Juara II Lomba Puisi BBM yang diadakan oleh Komunitas Sastra Indonesia (KSI) dan Dewan Kesenian Tangerang (DKT). ,Kompetisi puisi BBM Champion II yang diadakan oleh Komunitas Sastra Indonesia (KSI) dan Dewan Seni Tangang (DKT).
2709,2709,Métodhe korélasi non-paramètrik kaya ρ Spearman lan τ Kendall migunani nalika dhistribusi ora normal. ,Metode korelasi non-parametrik seperti ρ Spearman and τ Kendall berguna ketika distribusi tidak normal. ,Metode korelasi non -parametrik seperti ρ Spearman dan τ Kendall berguna ketika distribusi tidak normal.
2710,2710,"Talmud Ta'anit, kehancuran dipunwiwiti tanggal 9 Ab lan Bait Suci terbakar ngantos tanggal 10 Ab. ","Menurut Talmud Ta'anit, kehancuran dimulai tanggal 9 Ab dan Bait Suci terbakar sampai tanggal 10 Ab. ","Menurut Talmud Ta'anit, kehancuran dimulai pukul 9 ab dan kuil itu terbakar hingga 10 ab."
2711,2711,"Teresa de Cepeda y Ahumada dipunwiyosaken taun 1515 ing Gotarrendura, Spanyol. ","Teresa de Cepeda y Ahumada dilahirkan pada 1515 di Gotarrendura, Spanyol. ","Teresa de Cepeda lahir pada 1515 di Gotarrendura, Spanyol."
2712,2712,Kini asma ushaidi dipuntepang minagka perusahaan an platform utama ingkang dados ujung tombak. ,Kini nama ushaidi dikenal sebagai perusahaan dan platform utama yang menjadi ujung tombaknya. ,Sekarang nama Ushaidi dikenal sebagai perusahaan dan platform utama adalah puncak tombak.
2713,2713,1886-Raja Ludwig II saking Bayern kèrem ing Tlaga Starnberg. ,1886 - Raja Ludwig II dari Bayern tenggelam di Danau Starnberg. ,1886 - Raja Ludwig II dari Bayern Sinks di Danau Starnberg.
2714,2714,Ing watu nisanipun kaserat: Mantua me genuit. ,Di batu nisannya tertulis: Mantua me genuit. ,Di batu nisan tertulis: Mantua Me Genuit.
2715,2715,Tuladhané ya iku Night of the Four Moons déning George Crumb. ,Contohnya adalah Night of the Four Moons oleh George Crumb. ,Contohnya adalah malam keempat Mons oleh George Crumb.
2716,2716,"Guido, Biskop Arezzo ngonfirmasi konstitusinipun taun 1319, lan kathah panyuwunan kasembadan déning Paus Yohanes XXII, Clement VI (1344), lan Gregorius XI. ","Guido, Uskup Arezzo mengkonfirmasi konstitusinya pada 1319, dan banyak permohonan dikabulkan oleh Paus Yohanes XXII, Clement VI (1344), dan Gregorius XI. ","Guido, Uskup Arezzo mengkonfirmasi konstitusi pada tahun 1319, dan banyak permintaan diberikan oleh Paus John XXII, Clement VI (1344), dan Gregory XI."
2717,2717,Audy iku anak saka pasangan musisi jazz senior Jopie Item lan Evie Aquanthie Aziz. ,Audy merupakan puteri dari musisi Jopie Item dan Evie Aquanthie Aziz. ,Audy adalah putri musisi Jopie dan Evie Aquanthie Aziz.
2718,2718,"10 Oktober, dinten lairipun Naruto, inggih punika Hari Ulah raga dan Keséhatan (""Taiiku no hi"") ing Jepang (papan anggènipun karakter punika dipundamel), dinten prei ingkang kebak kanthi aktivitas ulah raga lan fisik ingkang cocog kanggé anak ingkang hiperaktif. ","10 Oktober adalah hari ulang tahun Naruto, dan merupakan Hari Olahraga dan Kesehatan (""Taiiku no hi"" ) di Jepang (tempat dimana karakter ini dibuat), hari libur yang penuh dengan aktivitas olahraga dan fisik yang cocok untuk anak hiperaktif. ","10 Oktober adalah hari ulang tahun Naruto, dan Hari Olahraga dan Kesehatan (""Taiiku no Hi"") di Jepang (di mana karakter ini dibuat), liburan yang penuh dengan olahraga dan aktivitas fisik yang cocok untuk anak -anak yang hiperaktif."
2719,2719,Kabèh mesin Honda Jazz wis nganggo model injeksi. ,Semua mesin Honda Jazz sudah menggunakan injeksi. ,Semua mesin Jazz Honda telah menggunakan suntikan.
2720,2720,Dipunginaaken kanggé ndamel halaman ingkang layout lan formatnya dipunkontrol kebak déning CSS. ,Digunakan untuk membuat halaman yang layout dan formatnya dikontrol penuh oleh CSS. ,Digunakan untuk membuat halaman tata letak dan format yang sepenuhnya dikendalikan oleh CSS.
2721,2721,Roket mau tiba ing lautan ing planit bumi. ,Roket tersebut jatuh ke lautan di planet bumi. ,Roket jatuh ke laut di planet Bumi.
2722,2722,Panjenenganipun ugi pikantuk gelar juru main bal paling saé sadonya nalika mangsa 1970/1971 lan 1972/1973. ,Ia juga meraih gelar sebagai Pemain Terbaik Dunia pada musim 1970/71 dan 1972/73. ,Dia juga memenangkan gelar pemain terbaik dunia di musim 1970/71 dan 1972/73.
2723,2723,"Panjenenganipun nemokaken Mekanika selestial, Ekuasi Laplace, Operator Laplace lan Transformasi Laplace. ","Ia menemukan Mekanika selestial, Ekuasi Laplace, Operator Laplace dan Transformasi Laplace. ","Dia menemukan mekanik penyelesaian, persamaan Laplace, operator Laplace dan transformasi Laplace."
2724,2724,"Ing akir taun 2006, musisi Melly Goeslaw nganakaké casting kanggo grup vokal Bukan Bintang Biyasa, kang kondhang kanthi jeneng BBB. ","Pada akhir 2006, musisi Melly Goeslaw mengadakan casting untuk grup vokal Bukan Bintang Biasa, yang lebih dikenal dengan sebutan BBB. ","Pada akhir 2006, musisi Melly Goeslaw mengadakan casting untuk grup vokal non -bintang, lebih dikenal sebagai BBB."
2725,2725,Gunung Raung gadhah kawah ing pucukipun ingkang wujudipun bunderan (circular). ,Sesungguhnya ia adalah kaldera dengan gunung-gunung di sekitarnya sebagai tepinya. ,"Bahkan, dia adalah seorang kaldera dengan gunung di sekitarnya sebagai tepi."
2726,2726,"Ing taun 1905, Ekspedisi Sauria sing dipandhègani déning John C. Merriam saka Universitas California nemu 25 spèsimèn ing Central Nevada. ","Pada tahun 1905, Ekspedisi Sauria yang dipimpin oleh John C. Merriam dari Universitas California menemukan 25 spesimen di Central Nevada. ","Pada tahun 1905, ekspedisi Sauria yang dipimpin oleh John C. Merriam dari University of California menemukan 25 spesimen di Nevada Center."
2727,2727,"Saking keturunan Aenas puniki salajengipun muncul Romulus, pangadeg kitha Roma. ","Dari keturunan Aenas inilah kemudian muncul Romulus, pendiri kota Roma. ","Dari keturunan Aenas ini kemudian Romulus muncul, pendiri kota Romawi."
2728,2728,"Dhèwèké nawakake burger marang Old Man Jenkins, dhèwèké malah séda. ","Mereka menawarkan burger mereka ke Old Man Jenkins, diapun meninggal beberapa waktu kemudian. ","Mereka menawarkan burger mereka kepada orang tua Jenkins, dia juga meninggal beberapa jam kemudian."
2729,2729,"Panalitén punika minangka penegasan wigati babagan modhèl atom Bohr, kaliyan elektron ingkang ngubengi inti atom kaliyan ènergi spesifik lan diskret. ","Penelitian ini merupakan penegasan penting mengenai model atom Bohr, dengan elektron yang mengelilingi inti atom dengan eneregi spesifik dan diskret. ","Studi ini merupakan pengakuan penting dari model atom Bohr, dengan elektron yang mengelilingi nukleus atom dengan energi spesifik dan diskrit."
2730,2730,"Dubai menika wonten ing sangandhaping perlindungan Britania Raya dening ""Prajanjen Eksklusif"" ing taun 1892, kanthi sarujuk perlindungan Dubai dhumateng serangan menapa kemawon saking Kamaharajan Ottoman. ","Dubai berada dibawah perlindungan Britania Raya oleh ""Perjanjian Eksklusif"" tahun 1892, dengan menyetujui perlindungan Dubai terhadap serangan apapun dari Kekaisaran Ottoman. ","Dubai berada di bawah perlindungan Inggris dengan ""perjanjian eksklusif"" pada tahun 1892, dengan menunjukkan perlindungan Dubai terhadap setiap serangan dari Kekaisaran Ottoman."
2731,2731,"Taun 1258 Jayasabha diganti putrané, ya iku Sastrajaya. ","Tahun 1258 Jayasabha digantikan putranya, yang bernama Sastrajaya. ","Pada 1258 Jayasabha digantikan oleh putranya, Sastrajaya."
2732,2732,Lajeng piyambakipun pindhah kursus 5 taun ing Sekolah Royal Academy. ,Ia kemudian pindah ke kursus lima tahun di Sekolah Royal Academy. ,Dia kemudian pindah ke kursus lima tahun di Royal Academy School.
2733,2733,Tévez miwiti karir minangka juru main yunior ing All Boys lan Boca Juniors. ,Tévez memulai karier sebagai pemain yunior di All Boys dan Boca Juniors. ,Tévez memulai karirnya sebagai pemain junior di semua pria dan junior.
